6850 21ST ST                SACRAMENTO      95822 CA three 2  1446 Resident Wed May 21 00 00 00 2008 $324,601.48 $224.48 $383,029.74
4236 NATOMAS CENTRAL DR     SACRAMENTO      95834 CA three 2  1672 Condo    Wed May 21 07 00 00 2008 $312,700.00 $187.02 $368,986.00
230 CANDELA CIR             SACRAMENTO      95835 CA three 2  1541 Resident Wed May 21 00 00 00 2008 $306,800.00 $199.09 $362,024.00
3100 EXPLORER DR            SACRAMENTO      95827 CA three 2  1380 Resident Wed May 21 00 00 00 2008 $161,070.00 $116.71 $190,062.60
7713 HARVEST WOODS DR       SACRAMENTO      95828 CA three 2  1269 Resident Wed May 21 02 00 00 2008 $287,920.00 $226.88 $339,745.60
211 MCDANIEL CIR            SACRAMENTO      95838 CA three 2  1110 Resident Tue May 20 00 00 00 2008 $146,025.00 $131.55 $172,309.50
3920 SHINING STAR DR        SACRAMENTO      95823 CA three 2  1418 Resident Wed May 21 00 00 00 2008 $172,575.00 $121.70 $203,638.50
6139 HERMOSA ST             SACRAMENTO      95822 CA three 2  1120 Resident Tue May 20 00 00 00 2008 $147,500.00 $131.69 $174,050.00
6048 OGDEN NASH WAY         SACRAMENTO      95842 CA three 2  1104 Resident Wed May 21 01 00 00 2008 $107,256.10 $ 97.15 $126,562.19
5037 J PKWY                 SACRAMENTO      95823 CA three 2  1478 Resident Wed May 21 00 00 00 2008 $273,142.86 $184.80 $322,308.57
8151 QUAIL RIDGE CT         SACRAMENTO      95828 CA three 2  1289 Resident Tue May 20 02 00 00 2008 $241,900.00 $187.66 $285,442.00
648 SANTA ANA AVE           SACRAMENTO      95838 CA three 2  1211 Resident Tue May 20 00 00 00 2008 $159,300.00 $131.54 $187,974.00
14 ASHLEY OAKS CT           SACRAMENTO      95815 CA three 2  1264 Resident Tue May 20 05 00 00 2008 $159,890.00 $126.49 $188,670.20
170 PENHOW CIR              SACRAMENTO      95834 CA three 2  1511 Resident Wed May 21 00 00 00 2008 $245,440.00 $162.43 $289,619.20
6930 HAMPTON COVE WAY       SACRAMENTO      95823 CA three 2  1266 Resident Wed May 21 00 00 00 2008 $233,640.00 $184.54 $275,695.20
2617 BASS CT                SACRAMENTO      95826 CA three 2  1280 Resident Wed May 21 00 00 00 2008 $226,639.06 $177.06 $267,434.09
8515 DARTFORD DR            SACRAMENTO      95823 CA three 2  1439 Resident Tue May 20 00 00 00 2008 $198,240.00 $137.76 $233,923.20
1035 MILLET WAY             SACRAMENTO      95834 CA three 2  1202 Resident Tue May 20 00 00 00 2008 $169,330.00 $140.87 $199,809.40
5841 VALLEY VALE WAY        SACRAMENTO      95823 CA three 2  1265 Resident Tue May 20 00 00 00 2008 $211,220.00 $166.97 $249,239.60
4085 FAWN CIR               SACRAMENTO      95823 CA three 2  1289 Resident Wed May 21 00 00 00 2008 $125,375.00 $ 97.26 $147,942.50
8317 SUNNY CREEK WAY        SACRAMENTO      95823 CA three 2  1420 Resident Wed May 21 00 00 00 2008 $223,020.00 $157.05 $263,163.60
7812 HARTWICK WAY           SACRAMENTO      95828 CA three 2  1188 Resident Tue May 20 00 00 00 2008 $171,100.00 $144.02 $201,898.00
2178 63RD AVE               SACRAMENTO      95822 CA three 2  1207 Resident Wed May 21 00 00 00 2008 $181,720.00 $150.55 $214,429.60
8244 SUNBIRD WAY            SACRAMENTO      95823 CA three 2  1740 Resident Tue May 20 00 00 00 2008 $207,975.00 $119.52 $245,410.50
8354 SUNRISE WOODS WAY      SACRAMENTO      95828 CA three 2  1117 Resident Tue May 20 00 00 00 2008 $175,820.00 $157.40 $207,467.60
8116 COTTONMILL CIR         SACRAMENTO      95828 CA three 2  1364 Resident Tue May 20 00 00 00 2008 $177,000.00 $129.76 $208,860.00
645 MORRISON AVE            SACRAMENTO      95838 CA three 2   909 Resident Wed May 21 00 00 00 2008 $118,364.62 $130.21 $139,670.25
9012 KIEFER BLVD            SACRAMENTO      95826 CA three 2  1172 Resident Wed May 21 00 00 00 2008 $213,580.00 $182.23 $252,024.40
7957 VALLEY GREEN DR        SACRAMENTO      95823 CA three 2  1185 Resident Wed May 21 00 00 00 2008 $210,606.40 $177.72 $248,515.55
7223 KALLIE KAY LN          SACRAMENTO      95823 CA three 2  1463 Resident Wed May 21 08 00 00 2008 $205,615.00 $140.54 $242,625.70
9 PASTURE CT                SACRAMENTO      95834 CA three 2  1601 Resident Wed May 21 00 00 00 2008 $146,438.00 $ 91.46 $172,796.84
4431 GREEN TREE DR          SACRAMENTO      95823 CA three 2  1477 Resident Wed May 21 00 00 00 2008 $198,240.00 $134.21 $233,923.20
8495 DARTFORD DR            SACRAMENTO      95823 CA three 3  1961 Resident Wed May 21 00 00 00 2008 $409,494.22 $208.81 $483,203.17
10 SEA FOAM CT              SACRAMENTO      95831 CA three 3  2052 Resident Wed May 21 00 00 00 2008 $489,700.00 $238.64 $577,846.00
4004 CRESTA WAY             SACRAMENTO      95864 CA three 3  2325 Resident Wed May 21 00 00 00 2008 $778,800.00 $334.96 $918,984.00
1300 F ST                   SACRAMENTO      95814 CA three 3  1627 Resident Wed May 21 00 00 00 2008 $461,380.00 $283.57 $544,428.40
                                                                                        Total for 3 Bedroom(s)   : $   11,847,261.36

2622 ERIN DR                SACRAMENTO      95833 CA four  1  1120 Resident Wed May 21 00 00 00 2008 $193,520.00 $172.78 $228,353.60
7420 ALIX PKWY              SACRAMENTO      95823 CA four  1  1955 Resident Wed May 21 00 00 00 2008 $196,301.26 $100.40 $231,635.48
8299 HALBRITE WAY           SACRAMENTO      95828 CA four  2  1590 Resident Wed May 21 00 00 00 2008 $204,140.00 $128.38 $240,885.20
483 ARCADE BLVD             SACRAMENTO      95815 CA four  2  1316 Resident Tue May 20 02 00 00 2008 $105,020.00 $ 79.80 $123,923.60
3820 NATOMA WAY             SACRAMENTO      95838 CA four  2  1656 Resident Wed May 21 00 00 00 2008 $196,301.26 $118.53 $231,635.48
8421 SUNBLAZE WAY           SACRAMENTO      95823 CA four  2  1580 Resident Wed May 21 00 00 00 2008 $194,700.00 $123.22 $229,746.00
4660 CEDARWOOD WAY          SACRAMENTO      95823 CA four  2  1310 Resident Tue May 20 00 00 00 2008 $177,000.00 $135.11 $208,860.00
1050 FOXHALL WAY            SACRAMENTO      95831 CA four  2  2054 Resident Wed May 21 00 00 00 2008 $450,691.56 $219.42 $531,816.04
9861 CULP WAY               SACRAMENTO      95827 CA four  2  1380 Resident Wed May 21 00 00 00 2008 $154,816.00 $112.18 $182,682.88
4899 WIND CREEK DR          SACRAMENTO      95838 CA four  2  1799 Resident Tue May 20 02 00 00 2008 $241,900.00 $134.46 $285,442.00
4818 BRITTNEY LEE CT        SACRAMENTO      95841 CA four  2  1921 Resident Wed May 21 08 00 00 2008 $299,956.00 $156.14 $353,948.08
2887 AZEVEDO DR             SACRAMENTO      95833 CA four  2  1448 Resident Wed May 21 00 00 00 2008 $278,480.00 $192.32 $328,606.40
                                                                -06-











Address                     City            Zip   ST Bd    Bt SqFt PropType SDy SMo DY HR MN SC SlYr SalePr      Pr/SqFt EstVal

8345 STAR THISTLE WAY       SACRAMENTO      95823 CA four  2  1590 Resident Wed May 21 00 00 00 2008 $251,179.52 $157.97 $296,391.83
7661 NIXOS WAY              SACRAMENTO      95823 CA four  2  1472 Resident Wed May 21 00 00 00 2008 $175,525.00 $119.24 $207,119.50
7044 CARTHY WAY             SACRAMENTO      95828 CA four  2  1146 Resident Wed May 21 08 00 00 2008 $176,519.74 $154.03 $208,293.29
3432 Y ST                   SACRAMENTO      95817 CA four  2  1099 Resident Tue May 20 00 00 00 2008 $ 82,600.00 $ 75.15 $ 97,468.00
4520 BOMARK WAY             SACRAMENTO      95842 CA four  2  1943 Multi-Fa Wed May 21 00 00 00 2008 $211,904.40 $109.06 $250,047.19
8156 STEINBECK WAY          SACRAMENTO      95828 CA four  2  1714 Resident Wed May 21 00 00 00 2008 $205,689.34 $120.00 $242,713.42
8001 HARTWICK WAY           SACRAMENTO      95828 CA four  2  1448 Resident Tue May 20 00 00 00 2008 $171,100.00 $118.16 $201,898.00
4882 BANDALIN WAY           SACRAMENTO      95823 CA four  2  1329 Resident Wed May 21 01 00 00 2008 $144,764.76 $108.92 $170,822.41
2064 EXPEDITION WAY         SACRAMENTO      95832 CA four  3  3009 Resident Wed May 21 00 00 00 2008 $331,564.66 $110.19 $391,246.29
7842 LAHONTAN CT            SACRAMENTO      95829 CA four  3  2372 Resident Wed May 21 08 00 00 2008 $323,025.00 $136.18 $381,169.50
8929 SUTTERS GOLD DR        SACRAMENTO      95826 CA four  3  1914 Resident Wed May 21 00 00 00 2008 $387,464.80 $202.43 $457,208.46
9186 KINBRACE CT            SACRAMENTO      95829 CA four  3  2235 Resident Wed May 21 03 00 00 2008 $279,288.30 $124.96 $329,560.19
5993 SAWYER CIR             SACRAMENTO      95823 CA four  3  1851 Resident Wed May 21 08 00 00 2008 $215,452.66 $116.39 $254,234.13
4143 SEA MEADOW WAY         SACRAMENTO      95823 CA four  3  1915 Resident Wed May 21 00 00 00 2008 $414,534.00 $216.46 $489,150.12
7624 BOGEY CT               SACRAMENTO      95828 CA four  4  2162 Multi-Fa Wed May 21 00 00 00 2008 $230,100.00 $106.42 $271,518.00
10158 CRAWFORD WAY          SACRAMENTO      95827 CA four  4  2213 Multi-Fa Wed May 21 00 00 00 2008 $350,460.00 $158.36 $413,542.80
                                                                                        Total for 4 Bedroom(s)   : $    6,643,998.26

4727 SAVOIE WAY             SACRAMENTO      95835 CA five  3  2800 Resident Wed May 21 00 00 00 2008 $358,763.66 $128.12 $423,341.11
5579 JERRY LITELL WAY       SACRAMENTO      95835 CA five  3  3599 Resident Wed May 21 00 00 00 2008 $449,934.00 $125.01 $530,922.12
9570 HARVEST ROSE WAY       SACRAMENTO      95827 CA five  3  2367 Resident Wed May 21 05 00 00 2008 $372,333.66 $157.30 $439,353.71
                                                                                        Total for 5 Bedroom(s)   : $    1,181,031.32

2912 NORCADE CIR            SACRAMENTO      95826 CA six   4  3612 Multi-Fa Wed May 21 00 00 00 2008 $333,232.00 $ 92.25 $393,213.76
                                                                                        Total for 6 Bedroom(s)   : $      333,232.00
                                                                                                  SACRAMENTO     : $   24,735,112.80

11215 SHARRMONT CT          WILTON          95693 CA three 2  2110 Resident Wed May 21 00 00 00 2008 $394,320.00 $186.88 $445,581.60
                                                                                        Total for 3 Bedroom(s)   : $      394,320.00
                                                                                                  WILTON         : $      394,320.00
                                                   3.1 1.9 1521.8                                  $    232,130.75
Number of Records Processed :  227






















                                                                -07-











                                                       BedRoom SalesPrice
                                                       one     $    528,805.36
                                                       two     $  6,040,985.20
                                                       three   $ 22,000,774.25
                                                       four    $ 14,867,961.26
                                                       five    $  5,207,863.96
                                                       six     $  1,287,732.00

















































                                                                -08-











     Baths                 1                 2                 3                 4                 5
     Bedrm
     1          $      528,805.36   $            0.00   $            0.00   $            0.00   $            0.00
     2          $    2,995,293.95   $    3,045,691.25   $            0.00   $            0.00   $            0.00
     3          $    4,040,156.68   $   15,438,488.35   $    2,522,129.22   $            0.00   $            0.00
     4          $      389,821.26   $    9,151,839.26   $    4,745,740.74   $      580,560.00   $            0.00
     5          $            0.00   $            0.00   $    4,271,263.96   $      936,600.00   $            0.00
     6          $            0.00   $            0.00   $            0.00   $      333,232.00   $      954,500.00

                                                            End Of Report














































                                                                -09-